perl-modules-5.26	Core Perl modules
perl-openssl-defaults:amd64	version compatibility baseline for Perl OpenSSL packages
pinentry-curses	curses-based PIN or pass-phrase entry dialog for GnuPG
pinentry-gnome3	GNOME 3 PIN or pass-phrase entry dialog for GnuPG
pkg-config	manage compile and link flags for libraries
plymouth	boot animation, logger and I/O multiplexer
plymouth-label	boot animation, logger and I/O multiplexer - label control
plymouth-theme-ubuntu-logo	boot animation, logger and I/O multiplexer - ubuntu theme
plymouth-theme-ubuntu-text	boot animation, logger and I/O multiplexer - ubuntu text theme
po-debconf	tool for managing templates file translations with gettext
policykit-1	framework for managing administrative policies and privileges
policykit-desktop-privileges	run common desktop actions without password
poppler-data	encoding data for the poppler PDF rendering library
poppler-utils	PDF utilities (based on Poppler)
popularity-contest	Vote for your favourite packages automatically
povray	Persistence of vision raytracer (3D renderer)
povray-includes	Persistence of vision raytracer (3D renderer) include files
powermgmt-base	common utils for power management
ppp	Point-to-Point Protocol (PPP) - daemon
pppconfig	Text menu based utility for configuring ppp
pppoeconf	configures PPPoE/ADSL connections
pptp-linux	Point-to-Point Tunneling Protocol (PPTP) Client
printer-driver-brlaser	printer driver for (some) Brother laser printers
printer-driver-c2esp	printer driver for Kodak ESP AiO color inkjet Series
printer-driver-foo2zjs	printer driver for ZjStream-based printers
printer-driver-foo2zjs-common	printer driver for ZjStream-based printers - common files
printer-driver-gutenprint	printer drivers for CUPS
printer-driver-hpcups	HP Linux Printing and Imaging - CUPS Raster driver (hpcups)
printer-driver-m2300w	printer driver for Minolta magicolor 2300W/2400W color laser printers
printer-driver-min12xxw	printer driver for KonicaMinolta PagePro 1[234]xxW
printer-driver-pnm2ppa	printer driver for HP-GDI printers
printer-driver-postscript-hp	HP Printers PostScript Descriptions
printer-driver-ptouch	printer driver Brother P-touch label printers
printer-driver-pxljr	printer driver for HP Color LaserJet 35xx/36xx
printer-driver-sag-gdi	printer driver for Ricoh Aficio SP 1000s/SP 1100s
printer-driver-splix	Driver for Samsung and Xerox SPL2 and SPLc laser printers
procps	/proc file system utilities
psmisc	utilities that use the proc file system
psutils	PostScript document handling utilities
publicsuffix	accurate, machine-readable list of domain name suffixes
pulseaudio	PulseAudio sound server
pulseaudio-dlna	Stream audio to DLNA devices and Chromecasts
pulseaudio-module-bluetooth	Bluetooth module for PulseAudio sound server
pulseaudio-utils	Command line tools for the PulseAudio sound server
python	interactive high-level object-oriented language (default version)
python-apt-common	Python interface to libapt-pkg (locales)
python-asn1crypto	Fast ASN.1 parser and serializer (Python 2)
python-bs4	error-tolerant HTML parser for Python
python-cairo:amd64	Python bindings for the Cairo vector graphics library
python-certifi	root certificates for validating SSL certs and verifying TLS hosts
python-cffi-backend	Foreign Function Interface for Python calling C code - backend
python-chardet	universal character encoding detector for Python2
python-concurrent.futures	backport of concurrent.futures package from Python 3.2
python-cryptography	Python library exposing cryptographic recipes and primitives (Python 2)
python-dbus	simple interprocess messaging system (Python interface)
python-docopt	command-line interface description language
python-enum34	backport of Python 3.4's enum package
python-gi	Python 2.x bindings for gobject-introspection libraries
python-gi-cairo	Python Cairo bindings for the GObject library
python-gobject-2	deprecated static Python bindings for the GObject library
python-gtk2	Python bindings for the GTK+ widget set
python-html5lib	HTML parser/tokenizer based on the WHATWG HTML5 specification
python-idna	Python IDNA2008 (RFC 5891) handling (Python 2)
python-ipaddress	Backport of Python 3 ipaddress module (Python 2)
python-lxml:amd64	pythonic binding for the libxml2 and libxslt libraries
python-minimal	minimal subset of the Python language (default version)
python-netifaces	portable network interface information - Python 2.x
python-notify2	desktop notifications API for Python
python-numpy	Numerical Python adds a fast array facility to the Python language
python-openssl	Python 2 wrapper around the OpenSSL library
python-pkg-resources	Package Discovery and Resource Access using pkg_resources
python-protobuf	Python bindings for protocol buffers
python-psutil	module providing convenience functions for managing processes
python-pyroute2	Python Netlink library
python-requests	elegant and simple HTTP library for Python2, built for human beings
python-scour	SVG scrubber and optimizer (Python 2 module)
python-setproctitle:amd64	Setproctitle implementation for Python 2
python-setuptools	Python Distutils Enhancements
python-six	Python 2 and 3 compatibility library (Python 2 interface)
python-talloc	hierarchical pool based memory allocator - Python bindings
python-urllib3	HTTP library with thread-safe connection pooling for Python
python-webencodings	Python implementation of the WHATWG Encoding standard
python-zeroconf	Pure Python implementation of multicast DNS service discovery
python2.7	Interactive high-level object-oriented language (version 2.7)
python2.7-minimal	Minimal subset of the Python language (version 2.7)
python3	interactive high-level object-oriented language (default python3 version)
python3-apport	Python 3 library for Apport crash report handling
python3-apt	Python 3 interface to libapt-pkg
python3-aptdaemon	Python 3 module for the server and client of aptdaemon
python3-aptdaemon.gtk3widgets	Python 3 GTK+ 3 widgets to run an aptdaemon client
python3-asn1crypto	Fast ASN.1 parser and serializer (Python 3)
python3-brlapi	Braille display access via BRLTTY - Python3 bindings
python3-cairo:amd64	Python3 bindings for the Cairo vector graphics library
python3-certifi	root certificates for validating SSL certs and verifying TLS hosts (python3)
python3-cffi-backend	Foreign Function Interface for Python 3 calling C code - runtime
python3-chardet	universal character encoding detector for Python3
python3-commandnotfound	Python 3 bindings for command-not-found.
python3-crypto	cryptographic algorithms and protocols for Python 3
python3-cryptography	Python library exposing cryptographic recipes and primitives (Python 3)
python3-cups	Python3 bindings for CUPS
python3-cupshelpers	Python utility modules around the CUPS printing system
python3-dateutil	powerful extensions to the standard Python 3 datetime module
python3-dbus	simple interprocess messaging system (Python 3 interface)
python3-debconf	interact with debconf from Python 3
python3-debian	Python 3 modules to work with Debian-related data formats
python3-defer	Small framework for asynchronous programming (Python 3)
python3-distro-info	information about distributions' releases (Python 3 module)
python3-distupgrade	manage release upgrades
python3-distutils	distutils package for Python 3.x
python3-gdbm:amd64	GNU dbm database support for Python 3.x
python3-gi	Python 3 bindings for gobject-introspection libraries
python3-gi-cairo	Python 3 Cairo bindings for the GObject library
python3-httplib2	comprehensive HTTP client library written for Python3
python3-idna	Python IDNA2008 (RFC 5891) handling (Python 3)
python3-keyring	store and access your passwords safely - Python 3 version of the package
python3-keyrings.alt	alternate backend implementations for python3-keyring
python3-launchpadlib	Launchpad web services client library (Python 3)
python3-lazr.restfulclient	client for lazr.restful-based web services (Python 3)
python3-lazr.uri	library for parsing, manipulating, and generating URIs
python3-lib2to3	Interactive high-level object-oriented language (2to3, version 3.6)
python3-louis	Python bindings for liblouis
python3-macaroonbakery	Higher-level macaroon operations for Python 3
python3-mako	fast and lightweight templating for the Python 3 platform
python3-markupsafe	HTML/XHTML/XML string library for Python 3
python3-minimal	minimal subset of the Python language (default python3 version)
python3-nacl	Python bindings to libsodium (Python 3)
python3-netifaces	portable network interface information - Python 3.x
python3-oauth	Python 3 library implementing of the OAuth protocol
python3-olefile	Python module to read/write MS OLE2 files
python3-pexpect	Python 3 module for automating interactive applications
python3-pil:amd64	Python Imaging Library (Python3)
python3-pkg-resources	Package Discovery and Resource Access using pkg_resources
python3-problem-report	Python 3 library to handle problem reports
python3-protobuf	Python 3 bindings for protocol buffers
python3-ptyprocess	Run a subprocess in a pseudo terminal from Python 3
python3-pyatspi	Assistive Technology Service Provider Interface - Python3 bindings
python3-pymacaroons	Macaroon library for Python 3
python3-renderpm:amd64	python low level render interface
python3-reportlab	ReportLab library to create PDF documents using Python3
python3-reportlab-accel:amd64	C coded extension accelerator for the ReportLab Toolkit
python3-requests	elegant and simple HTTP library for Python3, built for human beings
python3-requests-unixsocket	Use requests to talk HTTP via a UNIX domain socket - Python 3.x
python3-rfc3339	parser and generator of RFC 3339-compliant timestamps (Python 3)
python3-scour	SVG scrubber and optimizer (Python 3 module)
python3-secretstorage	Python module for storing secrets - Python 3.x version
python3-simplejson	simple, fast, extensible JSON encoder/decoder for Python 3.x
python3-six	Python 2 and 3 compatibility library (Python 3 interface)
python3-software-properties	manage the repositories that you install software from
python3-speechd	Python interface to Speech Dispatcher
python3-systemd	Python 3 bindings for systemd
python3-tz	Python3 version of the Olson timezone database
python3-uno	Python-UNO bridge
python3-update-manager	python 3.x module for update-manager
python3-urllib3	HTTP library with thread-safe connection pooling for Python3
python3-wadllib	Python 3 library for navigating WADL files
python3-xdg	Python 3 library to access freedesktop.org standards
python3-xkit	library for the manipulation of xorg.conf files (Python 3)
python3-yaml	YAML parser and emitter for Python3
python3-zope.interface	Interfaces for Python3
python3.6	Interactive high-level object-oriented language (version 3.6)
python3.6-minimal	Minimal subset of the Python language (version 3.6)
qdbus	Qt 4 D-Bus tool
qpdf	tools for transforming and inspecting PDF files
qt-at-spi:amd64	at-spi accessibility plugin for Qt
qtchooser	Wrapper to select between Qt development binary versions
qtcore4-l10n	Qt 4 core module translations
rake	ruby make-like utility
readline-common	GNU readline and history libraries, common files
remmina	GTK+ Remote Desktop Client
remmina-common	Common files for Remmina
remmina-plugin-rdp:amd64	RDP plugin for Remmina
remmina-plugin-secret:amd64	Secret plugin for Remmina
remmina-plugin-vnc:amd64	VNC plugin for Remmina
rfkill	tool for enabling and disabling wireless devices
rhythmbox	music player and organizer for GNOME
rhythmbox-data	data files for rhythmbox
rhythmbox-plugin-alternative-toolbar	Enhanced play controls and interface for Rhythmbox
rhythmbox-plugins	plugins for rhythmbox music player
rsync	fast, versatile, remote (and local) file-copying tool
rsyslog	reliable system and kernel logging daemon
rtkit	Realtime Policy and Watchdog Daemon
ruby	Interpreter of object-oriented scripting language Ruby (default version)
ruby-did-you-mean	smart error messages for Ruby > 2.3
ruby-minitest	Ruby test tools supporting TDD, BDD, mocking, and benchmarking
ruby-net-telnet	telnet client library
ruby-power-assert	library showing values of variables and method calls in an expression
ruby-test-unit	unit testing framework for Ruby
ruby2.5	Interpreter of object-oriented scripting language Ruby
rubygems-integration	integration of Debian Ruby packages with Rubygems
s-nail	feature-rich BSD mail(1)
samba-libs:amd64	Samba core libraries
sane-utils	API library for scanners -- utilities
sbsigntool	Tools to manipulate signatures on UEFI binaries and drivers
sc	Text-based spreadsheet with VI-like keybindings
scour	SVG scrubber and optimizer (CLI and debhelper)
seahorse	GNOME front end for GnuPG
secure-delete	tools to wipe files, free disk space, swap and memory
secureboot-db	Secure Boot updates for DB and DBX
sed	GNU stream editor for filtering/transforming text
sensible-utils	Utilities for sensible alternative selection
session-migration	Tool to migrate in user session settings
shared-mime-info	FreeDesktop.org shared MIME database and spec
shellcheck	lint tool for shell scripts
shim	boot loader to chain-load signed boot loaders under Secure Boot
shim-signed	Secure Boot chain-loading bootloader (Microsoft-signed binary)
shotwell	digital photo organizer
shotwell-common	digital photo organizer - common files
simple-scan	Simple Scanning Utility
snapd	Daemon and tooling that enable snap packages
software-properties-common	manage the repositories that you install software from (common)
software-properties-gtk	manage the repositories that you install software from (gtk)
sound-icons	Sounds for speech enabled applications
sound-theme-freedesktop	freedesktop.org sound theme
sox	Swiss army knife of sound processing
speech-dispatcher	Common interface to speech synthesizers
speech-dispatcher-audio-plugins:amd64	Speech Dispatcher: Audio output plugins
speech-dispatcher-espeak-ng	Speech Dispatcher: Espeak-ng output module
spice-vdagent	Spice agent for Linux
sqlite	command line interface for SQLite 2
sqlite3	Command line interface for SQLite 3
squashfs-tools	Tool to create and append to squashfs filesystems
ssh-import-id	securely retrieve an SSH public key and install it locally
ssl-cert	simple debconf wrapper for OpenSSL
strace	System call tracer
stunnel4	Universal SSL tunnel for network daemons
sudo	Provide limited super user privileges to specific users
syslinux	collection of bootloaders (DOS FAT and NTFS bootloader)
syslinux-common	collection of bootloaders (common)
syslinux-legacy	Bootloader for Linux/i386 using MS-DOS floppies
system-config-printer	graphical interface to configure the printing system
system-config-printer-common	backend and the translation files for system-config-printer
system-config-printer-udev	Utilities to detect and configure printers automatically
systemd	system and service manager
systemd-sysv	system and service manager - SysV links
sysvbanner	System-V banner clone
sysvinit-utils	System-V-like utilities
t1utils	Collection of simple Type 1 font manipulation programs
tar	GNU version of the tar archiving utility
tcpdump	command-line network traffic analyzer
telnet	basic telnet client
terminator	multiple GNOME terminals in one window
thermald	Thermal monitoring and controlling daemon
thunderbird	Email, RSS and newsgroup client with integrated spam filter
thunderbird-gnome-support	Email, RSS and newsgroup client - GNOME support
thunderbird-locale-en	English language pack for Thunderbird
thunderbird-locale-en-us	Transitional English language pack for Thunderbird
time	GNU time program for measuring CPU resource usage
tmux	terminal multiplexer
totem	Simple media player for the GNOME desktop based on GStreamer
totem-common	Data files for the Totem media player
totem-plugins	Plugins for the Totem media player
transfig	transitional dummy package for fig2dev
transmission-common	lightweight BitTorrent client (common files)
transmission-gtk	lightweight BitTorrent client (GTK+ interface)
ttf-mscorefonts-installer	Installer for Microsoft TrueType core fonts
tzdata	time zone and daylight-saving time data
ubuntu-advantage-tools	management tools for Ubuntu Advantage
ubuntu-artwork	Ubuntu themes and artwork
ubuntu-desktop	The Ubuntu desktop system
ubuntu-docs	Ubuntu Desktop Guide
ubuntu-drivers-common	Detect and install additional Ubuntu driver packages
ubuntu-keyring	GnuPG keys of the Ubuntu archive
ubuntu-minimal	Minimal core of Ubuntu
ubuntu-mono	Ubuntu Mono Icon theme
ubuntu-release-upgrader-core	manage release upgrades
ubuntu-release-upgrader-gtk	manage release upgrades
ubuntu-report	Report hardware and other collected metrics
ubuntu-restricted-addons	Commonly used restricted packages for Ubuntu
ubuntu-restricted-extras	Commonly used media codecs and fonts for Ubuntu
ubuntu-session	Ubuntu session with GNOME Shell
ubuntu-settings	default settings for the Ubuntu desktop
ubuntu-software	Utility for browsing, installing, and removing software
ubuntu-sounds	Ubuntu's GNOME audio theme
ubuntu-standard	The Ubuntu standard system
ubuntu-system-service	Dbus service to set various system-wide configurations
ubuntu-wallpapers	Ubuntu Wallpapers
ubuntu-wallpapers-bionic	Ubuntu 18.04 Wallpapers
ubuntu-web-launchers	obsolete packackage
ucf	Update Configuration File(s): preserve user changes to config files
udev	/dev/ and hotplug management daemon
udisks2	D-Bus service to access and manipulate storage devices
ufw	program for managing a Netfilter firewall
unar	Unarchiver for a variety of file formats
unattended-upgrades	automatic installation of security upgrades
uno-libs3	LibreOffice UNO runtime environment -- public shared libraries
unrar	Unarchiver for .rar files (non-free version)
unzip	De-archiver for .zip files
update-inetd	inetd configuration file updater
update-manager	GNOME application that manages apt updates
update-manager-core	manage release upgrades
update-notifier	Daemon which notifies about package updates
update-notifier-common	Files shared between update-notifier and other packages
upower	abstraction for power management
ure	LibreOffice UNO runtime environment
ureadahead	Read required files in advance
usb-creator-common	create a startup disk using a CD or disc image (common files)
usb-creator-gtk	create a startup disk using a CD or disc image (for GNOME)
usb-modeswitch	mode switching tool for controlling "flip flop" USB devices
usb-modeswitch-data	mode switching data for usb-modeswitch
usbmuxd	USB multiplexor daemon for iPhone and iPod Touch devices
usbutils	Linux USB utilities
util-linux	miscellaneous system utilities
uuid-runtime	runtime components for the Universally Unique ID library
va-driver-all:amd64	Video Acceleration (VA) API -- driver metapackage
vdpau-driver-all:amd64	Video Decode and Presentation API for Unix (driver metapackage)
vim	Vi IMproved - enhanced vi editor
vim-addon-manager	manager of addons for the Vim editor
vim-common	Vi IMproved - Common files
vim-pathogen	Manage your runtimepath with ease
vim-runtime	Vi IMproved - Runtime files
vim-scripts	plugins for vim, adding bells and whistles
vim-tiny	Vi IMproved - enhanced vi editor - compact version
vino	VNC server for GNOME
vorbis-tools	several Ogg Vorbis tools
wamerican	American English dictionary words for /usr/share/dict
wbritish	British English dictionary words for /usr/share/dict
wdiff	Compares two files word by word
wget	retrieves files from the web
whiptail	Displays user-friendly dialog boxes from shell scripts
whoopsie	Ubuntu error tracker submission
whoopsie-preferences	System preferences for error reporting
wireless-regdb	wireless regulatory database
wireless-tools	Tools for manipulating Linux Wireless Extensions
wodim	command line CD/DVD writing tool
wpasupplicant	client support for WPA and WPA2 (IEEE 802.11i)
x11-apps	X applications
x11-common	X Window System (X.Org) infrastructure
x11-session-utils	X session utilities
x11-utils	X11 utilities
x11-xkb-utils	X11 XKB utilities
x11-xserver-utils	X server utilities
xauth	X authentication utility
xbitmaps	Base X bitmaps
xbrlapi	Access software for a blind person using a braille display - xbrlapi
xcursor-themes	Base X cursor themes
xdg-desktop-portal	desktop integration portal for Flatpak and Snap
xdg-desktop-portal-gtk	GTK+/GNOME portal backend for xdg-desktop-portal
xdg-user-dirs	tool to manage well known user directories
xdg-user-dirs-gtk	tool to manage well known user directories (Gtk extension)
xdg-utils	desktop integration utilities from freedesktop.org
xfonts-base	standard fonts for X
xfonts-encodings	Encodings for X.Org fonts
xfonts-scalable	scalable fonts for X
xfonts-utils	X Window System font utility programs
xinit	X server initialisation tool
xinput	Runtime configuration and test of XInput devices
xkb-data	X Keyboard Extension (XKB) configuration data
xorg	X.Org X Window System
xorg-docs-core	Core documentation for the X.org X Window System
xsane	featureful graphical frontend for SANE (Scanner Access Now Easy)
xsane-common	xsane architecture independent files
xserver-common	common files used by various X servers
xserver-xephyr	nested X server
xserver-xorg	X.Org X server
xserver-xorg-core	Xorg X server - core server
xserver-xorg-input-all	X.Org X server -- input driver metapackage
xserver-xorg-input-libinput	X.Org X server -- libinput input driver
xserver-xorg-input-wacom	X.Org X server -- Wacom input driver
xserver-xorg-legacy	setuid root Xorg server wrapper
xserver-xorg-video-all	X.Org X server -- output driver metapackage
xserver-xorg-video-amdgpu	X.Org X server -- AMDGPU display driver
xserver-xorg-video-ati	X.Org X server -- AMD/ATI display driver wrapper
xserver-xorg-video-fbdev	X.Org X server -- fbdev display driver
xserver-xorg-video-intel	X.Org X server -- Intel i8xx, i9xx display driver
xserver-xorg-video-nouveau	X.Org X server -- Nouveau display driver
xserver-xorg-video-qxl	X.Org X server -- QXL display driver
xserver-xorg-video-radeon	X.Org X server -- AMD/ATI Radeon display driver
xserver-xorg-video-vesa	X.Org X server -- VESA display driver
xserver-xorg-video-vmware	X.Org X server -- VMware display driver
xsltproc	XSLT 1.0 command line processor
xul-ext-ubufox	Ubuntu modifications for Firefox
xwayland	Xwayland X server
xxd	tool to make (or reverse) a hex dump
xz-utils	XZ-format compression utilities
yasm	modular assembler with multiple syntaxes support
yelp	Help browser for GNOME
yelp-xsl	XSL stylesheets for the yelp help browser
zeitgeist-core	event logging framework - engine
zenity	Display graphical dialog boxes from shell scripts
zenity-common	Display graphical dialog boxes from shell scripts (common files)
zip	Archiver for .zip files
zlib1g:amd64	compression library - runtime
zlib1g:i386	compression library - runtime
zlib1g-dev:amd64	compression library - development
zsh	shell with lots of features
zsh-common	architecture independent files for Zsh
